paddy_id,mesh_rakusui,mesh_paddy,dist,orifice,drn_id,total_distance
1,2422,2330,58.23005367258209,1.0,19088.0,6036.982896279986
2,2340,2340,0.0,1.0,19088.0,1501.776695296637
3,2350,2350,0.0,1.0,18850.0,1982.4518593143644
4,2366,2366,0.0,1.0,19088.0,1526.776695296637
5,2379,2379,0.0,1.0,19088.0,6076.389521310894
6,2417,2390,30.491962168178024,1.0,19088.0,6076.389521310894
7,2392,2392,0.0,1.0,13657.0,314.41228056353685
8,2405,2405,0.0,1.0,19088.0,6061.982896279986
9,2419,2419,0.0,1.0,19088.0,6080.393381119438
10,2422,2426,117.68380735872424,1.0,19088.0,6036.982896279986
11,2440,2440,0.0,1.0,18850.0,620.7106781186548
12,2450,2450,0.0,1.0,13657.0,425.4941209459271
13,2458,2458,0.0,1.0,19088.0,3216.5147308034243
14,3039,2472,115.53557283604174,1.0,19088.0,3216.5147308034243
15,13499,2496,17.430940192231017,1.0,18850.0,720.7106781186548
16,2499,2499,0.0,1.0,18850.0,645.7106781186548
17,1174,2511,58.26011058911288,1.0,18850.0,920.4782977415191
18,3039,2527,11.009299041106367,1.0,19088.0,3216.5147308034243
19,2528,2528,0.0,1.0,18850.0,2026.776695296637
20,2542,2542,0.0,1.0,13657.0,331.06601717798213
21,2558,2558,0.0,1.0,19088.0,1526.776695296637
22,2563,2563,0.0,1.0,13657.0,450.4941209459271
23,2419,2581,115.57386055730933,1.0,19088.0,6080.393381119438
24,2587,2587,0.0,1.0,19088.0,6548.427114912897
25,2592,2592,0.0,1.0,19088.0,1601.7766952966372
26,2608,2608,0.0,1.0,13657.0,185.35533905932738
27,2615,2615,0.0,1.0,19088.0,1576.7766952966372
28,13499,2630,50.794843060430594,1.0,18850.0,720.7106781186548
29,2636,2636,0.0,1.0,19088.0,1576.7766952966372
30,2644,2644,0.0,1.0,18850.0,2203.0513047895993
31,2657,2657,0.0,1.0,18850.0,2184.169242879869
32,2419,2673,104.14854144382448,1.0,19088.0,6080.393381119438
33,2675,2675,0.0,1.0,19088.0,1601.7766952966372
34,2688,2688,0.0,1.0,19088.0,6548.427114912897
35,2422,2706,116.7292913684356,1.0,19088.0,6036.982896279986
36,13499,2711,19.46121297233751,1.0,18850.0,720.7106781186548
37,2718,2718,0.0,1.0,19088.0,1551.7766952966372
38,13499,2728,28.318108372870476,1.0,18850.0,720.7106781186548
39,2422,2729,18.697914346257555,1.0,19088.0,6036.982896279986
40,2734,2734,0.0,1.0,13657.0,638.7444119121137
41,2752,2752,0.0,1.0,19088.0,1551.7766952966372
42,13499,2759,37.91694943401262,1.0,18850.0,720.7106781186548
43,2761,2761,0.0,1.0,19088.0,1576.7766952966372
44,1174,2796,193.8056809251013,1.0,18850.0,920.4782977415191
45,2808,2808,0.0,1.0,19088.0,5234.275961239183
46,2810,2810,0.0,1.0,18850.0,1316.127023778454
47,2843,2824,14.431843879211662,1.0,19088.0,1326.776695296637
48,2834,2834,0.0,1.0,18850.0,1338.432979699769
49,2843,2843,0.0,1.0,19088.0,1326.776695296637
50,2917,2855,104.6480055025335,1.0,19088.0,5179.061640374066
51,2873,2873,0.0,1.0,19088.0,5253.895249633309
52,2880,2880,0.0,1.0,18850.0,1338.432979699769
53,2893,2893,0.0,1.0,18850.0,1316.127023778454
54,25584,2908,75.24083808330501,1.0,18850.0,1766.9154771832366
55,2916,2916,0.0,1.0,19088.0,5179.061640374066
56,2876,2926,111.17071179948779,1.0,19088.0,5253.895249633309
57,2977,2941,7.602368764357274,1.0,19088.0,1351.776695296637
58,2962,2962,0.0,1.0,19088.0,5079.7250863114305
